,Başlık,İçerik,Kategori
196,Türk savunma sanayii Avrupa'daki varlığını güçlendiriyor,"Türk savunma sanayiinin zırhlı kara aracı üreticisi Nurol Makina, Estonya'da 9 firmanın yarıştığı 4x4 zırhlı araç ihalesinin galibi oldu.",Savunma
197,Türk zırhlısı ARMA 6x6 Avrupalı rakiplerini geride bıraktı,"Otokar tarafından geliştirilen ARMA 6x6 zırhlı personel taşıyıcı, Avrupalı rakiplerini geride bırakarak Estonya'da ihracat başarısına ulaştı.",Savunma
198,Türkiye'den Bosna Hersek'e destek,"Milli Savunma Bakanlığının sağladığı hibeyle Bosna Hersek Silahlı Kuvvetlerine ait tank ve zırhlı personel taşıyıcıların bakım ve onarımı yapıldı, yedek parça tedariki gerçekleştirildi.",Savunma
199,Türk savunma sanayiinden Estonya'ya 200 milyon euroluk ihracat,"Türk savunma sanayisinin kara aracı üreticileri Otokar ve Nurol Makina, Estonya'ya yaklaşık 230 adet 4X4 ve 6X6 zırhlı muharebe aracı ihraç edecek.",Savunma
200,"Milli İHA'ların öncüsü Özdemir Bayraktar ile ""milli teknoloji"" yürüyüşü sürüyor","Türk savunma sanayii bünyesinde geliştirilen ve sınıfının en iyisi haline gelen insansız hava araçlarının mimarı Özdemir Bayraktar, hayatı boyunca yürüttüğü çabaları kalıcı hale getiren eser ve etkinliklerle yaşatılıyor.",Savunma
201,"Türkiye, savunma ve havacılıkta hedef büyütüyor","Türk savunma ve havacılık sanayisi, 5 yıllık dönemde hayata geçirilecek politika ve tedbirlerle ihracat, istihdam ve yerlilik oranı gibi göstergelerde yeni başarılara imza atmaya hazırlanıyor.",Savunma
202,TB-3'ün menzili: Türkiye'den yeni bir meydan okuma,"Son yıllarda yerli ve milli insansız hava araçlarında ortaya koyduğu performansla dünyaya bu alanda yön veren ülkelerden biri olan Türkiye, yakın gelecekte ilk uçuşunu yapacak TB-3 ile yeni bir dönemin kapısını aralayacak. Yaklaşık 1900 km menzille TB-3’ün keşif, gözetleme, istihbarat ve vurucu güç olarak çok kritik kazanımlar sağlaması bekleniyor.",Savunma
203,"Milli savaş gemileri için yerlileştirildi, ilk görevi ihracat oldu","STM, savaş gemilerinde kullanılan Helikopter Görsel İniş Destek Aydınlatma Sistemi'nin ilk kez yerli ve milli imkanlarla Türkiye’de üretilmesini sağladı. İlk olarak bir ihracat projesinde kullanılacak sistem, pilotların helikopteri gemiye güvenli şekilde yaklaştırması ve indirmesi için kritik rol oynuyor.",Savunma
204,Milli Deniz Topu envantere girdi,Deniz platformlarının ana silahları arasında yer alan 76/62 milimetre Milli Deniz Topu'nun ilk teslimatı Açık Deniz Karakol Gemisi için yapıldı.,Savunma
205,"Mehmetçik, 'Ateş Serbest'te hedefleri 'nokta atışı' ile imha etti","Türk Silahlı Kuvvetleri'nin (TSK) ateş gücünün sergilendiği ""Ateş Serbest- 2023"" faaliyetinde hedefler, aralarında milli imkanlarla üretilen silah ve silah sistemleri tarafından tam isabetle vurularak imha edildi.",Savunma
206,"Bayraktar TB3 SİHA, ilk koşu testini başarıyla tamamladı","Türkiye'nin, katlanabilir kanat yapısına sahip TB3 Silahlı İnsansız Hava Aracı (SİHA), ilk koşu testini başarıyla tamamladı.",Savunma
207,Deniz Kuvvetlerinin gücü GEMED ile artacak,"Türk savaş gemilerinin analiz, tedarik, sistem ve taktik geliştirme yeteneğine güç katacak, Gemi Muharebe ve Etkinlik Değerlendirme Modeli (GEMED) Projesi'nin kabul testleri tamamlandı.",Savunma
208,Hedefe tam isabet sağlayan sistemde ilk siparişler alındı,"Mühimmatın hedefi tam isabetle vurmasını sağlayan tank, gemi, top ve füze bataryalarında kullanılmak üzere üretilen yerli yazılım ""Meteorolojik Gözlem ve Küresel Konumlandırma Sistemi""ne yönelik ilk siparişler alındı.",Savunma
209,"Milli teknolojiler, elektronik harpte Türkiye'nin elini güçlendiriyor","Her ülkenin mahremi kalması gereken elektronik harp alanında yürütülen çalışmalarla, Türk Silahlı Kuvvetleri'nin ihtiyaç duyduğu kritik altyapılar ve özgün sistemler, Türk savunma sanayii tarafından ülkeye kazandırılıyor.",Savunma
210,İDA-İHA müşterek operasyonu: Türk savunma sanayiinde gurur tablosu,Geçtiğimiz günlerde gerçekleşen İDA-İHA müşterek operasyonunun her ne kadar 'dünyada ilk olması' özelliği öne çıksa da aslında bu test atışı yerli/milli savunma sanayiinin geldiği noktayı gösteriyor. Kurumlar arası koordinasyon ve karar vericilerin gelecekte nasıl bir harp sahası hayal ettiğini göstermesi açısından oldukça değerli detaylar taşıyor.,Savunma
211,"TEI, SAHA-EDGE'de Savunma Sanayi Buluşması'nda","Türkiye'nin havacılık motorlarındaki önde gelen şirketlerinden TUSAŞ Motor Sanayi AŞ'nin (TEI), SAHA İstanbul ve Birleşik Arap Emirlikleri'nin en büyük savunma ve havacılık şirketleri grubu EDGE'in düzenlediği SAHA-EDGE Savunma Sanayi Buluşması'na katıldı.",Savunma
212,Türkiye savunma ürünleriyle küresel ligde,"Cumhurbaşkanlığı Savunma Sanayii Başkanı Haluk Görgün, Türk savunma sanayisi ürünlerinin ihraç edildiği ülke sayısının 170'e, ihraç edilen ürün çeşidinin yaklaşık 230'a çıktığına işaret ederek, ""Türk savunma sanayisi ürünleri küresel ligde ön planda yer almaya başlamıştır"" dedi.",Savunma
213,Türkiye ve BAE'nin savunmadaki iş birliği güçleniyor,Türkiye ile Birleşik Arap Emirlikleri (BAE) arasındaki savunma sanayii iş birliklerini güçlendirecek yeni bir adım atıldı.,Savunma
214,Türk savunma sanayiinin ihracattaki yeni silahı,"Orta kalibre top ve bunların uzaktan komutalı silah sistemlerini üretme yeteneği kazanan Türk savunma sanayii, değişen tehditlerle bu ürünlere artan ilgiyi global pazarda ihracat başarılarına dönüştürmeyi hedefliyor.",Savunma
215,Türk Hava Kuvvetleri İtalya'da tatbikata katılacak,"NATO üyesi ve partner ülkelerden muharip hava unsurlarının katılımıyla bu yıl İtalya'da düzenlenen ""NATO Tiger Meet 2023"" tatbikatına Türk Hava Kuvvetleri de 3 adet F-16 ile iştirak ediyor.",Savunma
216,Mavi Vatan'ın yeni koruyucusu hedefi tam isabetle vurdu,"Yerli ve milli imkanlarla üretilen kamikaze insansız deniz aracı (İDA) sürüsü Albatros, test atışı kapsamında denizdeki hedef gemiyi tam isabetle vurarak batırdı.",Savunma
217,ASELSAN ürünleri Azerbaycan'da yaygın biçimde kullanılıyor,"ASELSAN Genel Müdür Yardımcısı Mustafa Yaman, Azerbaycan'da ASELSAN üretimi telsiz ve uydu haberleşme sistemlerinin yaygın biçimde kullanıldığını belirterek, ""Türkiye'de biz ne kullanıyorsak Azerbaycan da onu kullansın istiyoruz"" dedi.",Savunma
218,HÜRJET'in performans testleri devam ediyor,Türkiye’nin ilk insanlı jet motorlu uçağı olan HÜRJET'in after burner ve pas geçme testleri başarıyla gerçekleştirildi.,Savunma
219,'Cenk' ile bir alanda daha dışa bağımlılık bitti,"Geçtiğimiz günlerde hem Akhisar ve Koçhisar’ın denize indirildiği hem de Pakistan için üretilen Babur gemisinin teslimatının yapıldığı törende kritik bir detay vardı. TCG İstanbul’da kullanılan ve Türk mühendislerce geliştirilen Cenk-S radarına dikkat çeken uzmanlar, Türkiye’nin bir alanda daha dışa bağımlılığı sona erdirdiği görüşünde…",Savunma
220,İnsansız atış platformu seri üretime hazırlanıyor,Katmerciler ve ASELSAN tarafından geliştirilen Uzaktan Kumandalı Atış Platformu seri üretime hazırlanıyor.,Savunma
221,ASELSAN'ın 3 yeni ürünü ilk kez envantere girecek,"Deniz Kuvvetleri'nin platformları için yeni ürünler üzerinde çalışan ASELSAN, Açık Deniz Karakol Gemisi ve MİLGEM projesinin devamında kullanılmak üzere bu yıl 3 ürün geliştirdi. Yeni ürünler, MİLGEM 5. gemi ile birlikte bu yıl envantere kazandırılacak.",Savunma
222,KAAN'ın fırlatma koltuğu ilk testi geçti,"TUSAŞ Genel Müdürü Temel Kotil, KAAN'ın mekanik testlerden geçtiğini belirterek, ""Fırlatma koltuğunu İngiltere'den alıyoruz. Testleri İngiltere'de yapılıyor. KAAN'ın bir ön kısmını yapıp oraya gönderdik testlerde kullanılması için. İlk fırlatma yapıldı, ikinci fırlatma yapılacak."" dedi.",Savunma
223,ASLAN tehditleri METE ile durduracak,"ASELSAN tarafından geliştirilen insansız kara aracı ASLAN, Lazer Güdümlü Mini Füze Sistemi METE ile etkili ve hassas vuruş yeteneği kazandı.",Savunma
224,Milli havacılık motoru TEI-PD170'ten uçuş rekoru,"TEI tarafından tasarlanan ve üretilen turbodizel havacılık motoru TEI-PD170, AKSUNGUR İHA ile kesintisiz 35 saatlik uçuşla rekor kırdı.",Savunma
225,"AKINCI TİHA, yeni radarıyla uçacak","AKINCI Taarruzi İnsansız Hava Aracı'nın yeteneklerini önemli ölçüde artıracak aktif elektronik taramalı radar MURAD'ın platforma entegrasyonu tamamlandı. Tamamen yerli tasarım ve üretime sahip sitem, AKINCI TİHA ile uçuşu için gün sayıyor.",Savunma
226,Robot köpek Keçi Mehmetçik'in yol arkadaşı oluyor,"BİTES Savunma, Havacılık & Uzay Teknolojileri tarafından tasarlanan robot köpek Keçi, Türk Silahlı Kuvvetleri'nin operasyonel kabiliyetini artırıyor.",Savunma
227,Fransa ambargosuna yerli motor yanıtı,"Türk savunma sanayiinin imza işlerinden olan yerli/milli füzelerin motoruyla ilgili yakın gelecekte kritik gelişmeler yaşanacak. Fransa’nın füze motoru vermeyi durdurduğunu anlatan uzmanlar, Türk mühendislerce geliştirilen motorlarla çok daha iyi sonuçlar alınabileceği görüşünde. Milli motor takılı füzelerin test atışları için geri sayım sürüyor...",Savunma
228,Helikopterler milli gemilere yerli teknoloji yardımıyla inecek,"Türk savunma sanayii bünyesinde geliştirilen yerli çözümlere, Helikopter Yakalama ve Transfer Sistemi de eklendi. Sistem, ilk helikopterli testte, SH-70 Sea Hawk helikopterinin güvenle gemiye yaklaşmasını sağladı.",Savunma
229,"Türkiye'nin yerli SUV aracı TULGA, ilk kez ortaya çıktı","Jandarmanın kullanımına sunulacak Türkiye'nin ilk yerli ve milli, doğuştan zırhlı SUV aracı TULGA, TEKNOFEST İzmir'de sergilendi. İç güvenlik görevlerinde kullanılmak üzere Jandarma'ya ilk aşamada 300 TULGA teslimatı yapılacak.",Savunma
230,"TB3, TEKNOFEST'ten sonra ilk uçuşunu yapacak","Selçuk Bayraktar, dünyada kısa pistli gemilere konuşlu ilk SİHA olması planlanan Bayraktar TB3'ün TEKNOFEST'ten sonra ilk uçuşunu yapacağını açıkladı.",Savunma
231,Savunma sanayii TEKNOFEST İzmir'de yerini alacak,"Türk savunma sanayisinin öncü firmalarından STM Savunma Teknolojileri, milli teknolojileri ve etkinlikleriyle TEKNOFEST İzmir'de yerini alacak.",Savunma
232,Milli gemiler yeni ihracat fırsatlarına kapı aralıyor,Türk savunma sanayiinin yurt dışındaki kullanıcılar için yürüttüğü deniz platformu projelerindeki başarısı beraberinde yeni ihracat fırsatları getiriyor.,Savunma
233,"ASELSAN, 2023'te 4 milyar dolarlık iş anlaşması yaptı","ASELSAN Genel Müdürü Akyol, şirketin 2023 yılında 4 milyar dolarlık iş anlaşması yaptığına işaret ederek, büyümenin ve faaliyetlerindeki gelişmenin devam edeceğini söyledi.",Savunma
234,SİDA motorlarında sahne 'yerlilerin',"İnsansız hava araçlarında ortaya koyduğu başarının bir benzerini insansız deniz araçları için yazmaya hazırlanan Türkiye, şimdiden batının hedefinde. S/İDA motorlarına ambargo uygulayan ülkeler olduğunu açıklayan uzmanlara göre Ankara bu sorunu yerli motorlarla çözecek noktaya ulaştı.",Savunma
235,Milli füzelerin başarısı ihracatta hedef yükseltti,"Roketsan, milli olarak geliştirdiği füze ve mühimmatlarla yakaladığı ihracat başarılarıyla bu alandaki hedeflerini revize edecek.",Savunma
236,Türkiye İHA'larla 'uçuşa' geçti,"Havacılık sektöründe attığı adımlarla gücünü artıran Türkiye, insansız hava aracı (İHA) kullanımında da yükselişte. Haziran ayı itibarıyla, kayıtlı İHA sayısı 68 bin 426'ya, kayıtlı İHA pilotu sayısı da 1 milyon 440 bin 867'ye yükseldi.",Savunma
237,Alpin ilk kez operasyona destek verdi,"Geçtiğimiz günlerde düzenlenen terörle mücadele operasyonunda döner kanatlı insansız hava aracı kullanıldığına dair görüntüler büyük ses getirdi. Türkiye için bir ‘ilk’ olan konseptin oldukça kritik olduğuna işaret eden uzmanlara göre Türk savunma sanayii, S/İHA’larının ardından bu sınıftaki milli platformlarıyla da dünyada adından söz ettirecek.",Savunma
238,"Dronların korkulu rüyası İLTER, ihracat başarılarına yenisini ekledi","Türk savunma sanayisi bünyesinde dron tehditlerinin etkisiz hale getirilmesi amacıyla geliştirilen ve 10'dan fazla ülke tarafından tercih edilen anti-dron sistemi İLTER, Azerbaycan'da ihracat başarılarına bir yenisini ekledi.",Savunma
239,Savaşta kendini ispatlayan Türk savunma ürünleri ilgi odağı oldu,"Ukrayna-Rusya savaşında, Ukraynalı güvenlik güçleri için temin edilen ve kendini ispat eden Türk savunma sanayii ürünü balistik koruyucu plaka ve yelekler ilgi odağı oldu.",Savunma
240,Ulaştırma ve Altyapı Bakanı Uraloğlu TUSAŞ’ı ziyaret etti,"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, Türk Havacılık ve Uzay Sanayii AŞ'nin (TUSAŞ) Türkiye’ye büyük hizmetler sunduğunu belirterek, ""Yerli ve milli mühendislik ürünlerimizle savunma sanayi alanında dünyada söz sahibi bir ülkeyiz"" dedi.",Savunma
241,DERMAN 8x8 yurt dışında ilk kez görücüye çıktı,"Yakın zamanda Türk Silahlı Kuvvetleri envanterine giren Zırhlı Lojistik Destek Aracı DERMAN 8X8, Londra'daki DSEI 2023 fuarında sergilendi.",Savunma
242,Savunma sanayii şirketlerinden ihracatta işbirliği,"Türk savunma sanayii bünyesinde son dönemde ihracat başarılarıyla dikkati çeken şirketler, bunlara yenilerini eklemek için işbirliğine gitti.",Savunma
243,Yıllardır ithal ediliyordu: Türk mühendisler daha iyisini geliştirdi,"Türkiye, yerli/milli savunma sanayiinde geldiği noktanın meyvelerini sivil alanlarda da almaya başladı. Bugüne kadar yurt dışından ithal edilen trafik radarı ilk kez RADARSAN tarafından milli imkanlarla geliştirildi. Muadillerinden çok daha iyi olan sistemin yakın gelecekte Türkiye’nin dört bir yanında kullanılması bekleniyor.",Savunma
244,Türk savunma sanayii Ekvador'a ilk büyük satış gerçekleştirdi,"Türk savunma sanayii şirketlerinden Otokar tarafından üretilen 20 adet Cobra II Taktik Tekerlekli Zırhlı Araç, Ekvador Cumhurbaşkanı Guillermo Lasso'nun da katıldığı törenle askeri yetkililere teslim edildi.",Savunma
245,Türk savunma sanayiinden Avrupa'da gövde gösterisi,"Türk savunma sanayii, dünyanın farklı coğrafyalarında yakaladığı ihracat başarılarını Avrupa'ya taşımak için yeni hamleler yapıyor. Yaklaşık 30 şirket, Londra'daki Uluslararası Savunma ve Güvenlik Ekipmanları Fuarı'na katılacak. Hafif Zırhlı Araç NMS-L de ilk kez yurt dışında ve yeni konfigürasyonuyla sergilenecek.",Savunma
246,Dünyadaki çatışmalar Türk koruma çözümlerine talebi artırdı,Dünyanın farklı bölgelerinde yaşanan çatışmalar Türk savunma sanayii bünyesinde geliştirilen personel ve platform koruma çözümlerine talebi ciddi oranda artırdı.,Savunma
247,Milli uçak motoru: Türkiye 'en iyiler' arasına girebilir,Türkiye’nin en güçlü yerli/milli motorunun dönen parçalarının geçtiğimiz günlerde ilk kez kamuoyuna tanıtılması aslında son derece kritik bir virajın dönüldüğünü gösteriyor. Gelinen noktayı 'geçmiş tecrübelere' dayandıran uzmanlara göre Türkiye uçak motoru konusunda dünyadaki çok az sayıda ülkenin kabiliyetine sahip olduğunu gösterdi.,Savunma
248,"Test Pilotu Çelik: HÜRJET, Türk Yıldızları'nın arasında yabancılık çekmedi","Jet eğitim ve hafif taarruz uçağı HÜRJET ile ilk uçuşu gerçekleştiren, Türk Yıldızları ile yapılan tarihi uçuşta da pilot koltuğunda oturan HÜRJET Baş Test Pilotu Ercan Çelik, yaşadıklarını anlattı.",Savunma
249,Türkiye ve Mozambik savunma sanayiinde iş birliği yapacak,Türkiye ve Mozambik savunma sanayiinde iş birliği yapacak. İki ülke arasında Savunma Sanayii İş birliği Anlaşması imzalandı.,Savunma
250,Savaş uçaklarının keskin gözü ASELPOD'da yeni teslimat,"En keskin milli teknolojik göz ASELPOD, gelişmeye devam ediyor. Savaş uçaklarına hassas görüntüleme yeteneği kazandıran ASELPOD Hedefleme Podu Geliştirme ve Entegrasyon Projesi kapsamında yeni teslimat yapıldı.",Savunma
251,Gökbey ihracat yolcusu: Milyar dolarlık mesele,"Türkiye’nin milli ilk genel maksat helikopteri Gökbey’de testler tüm hızıyla sürüyor. Envantere giriş için gün sayan Gökbey, yabancı ülkelerin de radarında. Adı henüz belirtilmeyen bir ülkenin 32 adet Gökbey için 1 milyar dolarlık teklif vermesi, Ankara’nın yakın gelecekte bu alanda da adını sıkça duyuracağını göstermesi bakımından çok kritik...",Savunma
252,HÜRKUŞ yeni milli silahıyla buluşmak için gün sayıyor,"Hafif taarruz ve silahlı keşif uçağı HÜRKUŞ-C, dakikada 1100 mermi atabilen yeni milli silahına kavuşmak için gün sayıyor.",Savunma
253,Milli insansız su altı aracının ilk görevi mayın temizleme olacak,STM tarafından geliştirilen insansız su altı otonom aracın ilk görevi mayın tespiti ve imhası olacak.,Savunma
254,Bir hava aracı satmanın ötesi: Tolun'un ihracatı,"Geçtiğimiz günlerde Tolun güdümlü mühimmatında ilk ihracatın gerçekleştiği haberi aslında çok değerli bir dönemin de en önemli işaretlerinden biri. Uzmanlara göre Ankara sadece platform satmıyor, hem yüzlerce milyon dolarlık alt sistem ve füze satışının hem de ilgili ülkeyle uzun yıllar sürecek birlikteliğin temelini atıyor.",Savunma
255,İlk milli insansız hava aracı motorunun yerli yağı üretildi,Türkiye'nin ilk milli insansız hava aracı motoru olan TEI TEI-PD170’nin yerli yağı üretildi.,Savunma
256,Gözcü İHA TOGAN'dan ihracat başarısı,"Türk savunma sanayisi bünyesinde geliştirilen gözcü insansız hava aracı TOGAN, yeni bir ihracat başarısına imza attı",Savunma
257,SSB standı TEKNOFEST'te ziyaretçilerini bekliyor,"Cumhurbaşkanlığı Savunma Sanayii Başkanı Haluk Görgün, TEKNOFEST'in, Türkiye'nin teknoloji üreten ve geliştiren bir topluma dönüşmesi konusunda farkındalık oluşturmayı hedeflediğini ifade etti.",Savunma
258,"TCG Anadolu'nun ""Phalanx Yakın Hava Savunma Sistemi"" atışları başarıyla tamamlandı","Milli Savunma Bakanlığı (MSB), TCG Anadolu Çok Maksatlı Amfibi Hücum Gemisince, ""Phalanx Yakın Hava Savunma Sistemi"" atışlarının başarıyla gerçekleştirildiğini duyurdu.",Savunma
259,İki füze art arda ateşlendi: Hava savunmada kritik viraj dönüldü,"Geçtiğimiz gün önce HİSAR O+ füzesinin RF başlıklı versiyonunun saha testleri tamamlandı. Hemen ardındansa Siper-2 füzesi ilk kez ateşlendi. Gelişmeleri Türkiye’nin milli hava savunma alanında 'en kritik virajlardan biri' olarak yorumlayan uzmanlara göre Ankara, dışa bağımlılığın asla kabul edilemeyeceği bir alanda rüştünü ispat etti.",Savunma
260,Türk savunma sanayiinden 2 yeni İHA sistemi,"Türk savunma sanayii bünyesinde geliştirilen insansız hava araçlarına, sınıflarında iddialı 2 yeni sistem ekleniyor.",Savunma
261,Hisar O Sistemine RF Arayıcı Başlıklı Füze yeteneği,"Savunma Sanayii (SSB) Başkanı Haluk Görgün, Türkiye'nin milli hava savunma füze sistemi HİSAR O+'nun yeni RF Arayıcı Başlıklı Füzesi ile yakın ve uzak menzillerdeki hedefleri başarıyla imha ettiğini kaydetti.",Savunma
262,Milli Muharip Uçak: KAAN dış politikada 'altın anahtar' olabilir,"Milli savaş uçağı KAAN için Azerbaycan’la imzalanan anlaşma ve Pakistan ile benzer adımın çok yakın olması yeni bir dönemi beraberinde getirebilir. Böylesine maliyetli savunma sanayii projelerinde çok uluslu yaklaşımları ‘olağan’ karşılayan uzmanlara göre Ankara, KAAN ile çok geniş bir coğrafyada oldukça kritik bir enstrümana kavuşacak…",Savunma
263,'Grafen nokta' teknolojisi ile mermilerin izlenmesi kolaylaşacak,"İlk kez altın üzerine uygulanan ""grafen nokta"" teknolojisi, mermilerin de izlenmesini kolaylaştıracak.",Savunma
264,Temin edebilmek çok zordu: OYAK milli imkanlarla üretti,"Savunma sanayiindeki en zorlu alanlardan biri olan denizaltı çeliği için Türkiye kritik bir virajı daha döndü. OYAK, denizaltı çeliği HY-100’ü milli imkanlarla üretti. Denizaltı çeliği üretimini 'hata kabul etmeyen özel bir iş' olarak niteleyen uzmanlara göre bu ürünün yerli imkanlarla geliştirilmesi altın değerinde...",Savunma
265,Düzensiz göçle mücadelede ileri teknolojiden faydalanılıyor,"Türkiye-İran sınır hattında görev yapan güvenlik güçleri, elektro-optik kuleler, termal kameralar, ACAR Kara Radar Sistemleri'nin kurulduğu, modüler beton duvarların inşa edildiği ve hendeklerin kazıldığı hudut hattını gece gündüz gözetleyerek düzensiz göçle mücadele ediyor.",Savunma
266,ABD defteri kapanıyor: 11 platforma daha ATMACA geliyor,Geçtiğimiz günlerde Roketsan ile STM arasında Türk Deniz Kuvvetleri emrindeki 11 platforma daha ATMACA füzelerinin entegre edilmesine ilişkin imzalar atıldı. Türkiye’nin bu alanda ABD üretimi Harpoon kullandığına değinen uzmanlara göre muadillerinden çok daha iyi olan ATMACA yakın gelecekte bu alanda ABD defterini tamamen kapatabilir…,Savunma
267,Yeni Altay tankı yerli motorla seri üretime hazırlanıyor,"Türk savunma sanayii bünyesinde geliştirilen Yeni ALTAY Tankı ve yerli güç grubu, yürütülen testlerle seri üretim için hazırlanıyor.",Savunma
268,MSB: 1'i FETÖ ve 1'i PKK üyesi 2 terörist yakalandı,Milli Savunma Bakanlığı Yunanistan'dan Türkiye'ye girmeye çalışan 1'i FETÖ ve 1'i PKK üyesi 2 teröristin yakalandığını duyurdu.,Savunma
269,Yerli mayın imha cihazı yabancı ülkelerin radarında,"Büyük oranda yerli imkanlarla geliştirilen uzaktan kumandalı deniz mayını imha cihazına, Karadeniz'de yapılan uluslararası tatbikatın ardından yurt dışından talep gelmeye başladı. Cihaz uygun hava koşullarında karada 20 kilometre, denizde ise 8 kilometre uzaktan kullanılabiliyor.",Savunma
270,Kamikaze İDA'lar durdurulamaz mı?,Dünyanın en büyük ordularından Rusya’nın donanmasını Ukrayna Kamikaze İDA’larına karşı bir türlü koruyamaması harp sahasında yeni bir soruyu beraberinde getirdi… Gerçekten de Kamikaze İDA’lar durdurulamaz mı yoksa Rusya mı bu konuda çok zayıf? Hem bu sorunun yanıtına hem de Türkiye’nin olası bir saldırıda elindeki imkanlara yakından bakalım...,Savunma
271,Savunma sanayisinde ilk 100'e giren Türk şirketi 4'e yükseldi,"ABD merkezli dünyanın en prestijli savunma sanayi listesi kabul edilen ""Defense News Top 100""deki Türk şirketi sayısı 4'e yükseldi.",Savunma
272,ASELSAN ilk 50'de yükseliyor,"ASELSAN, dünyanın en büyük ilk 100 savunma sanayi şirketi listesinde iki basamak birden yükselerek 47’nci sırada yer aldı.",Savunma
273,Türk İHA'ları ABD basınında,"Türk savunma sanayiinin yüz akı olan İHA ve SİHA'lar bir kez daha ABD basınının gündemindeydi. Amerikan Business Insider dergisi, Körfez ülkelerinin Türk dronlarına artan ilgisini mercek altına aldı, Bayraktar TB2'nin yükselişi ile ilgili dikkati çeken bir analiz yayımladı.",Savunma
274,Bayraktar AKINCI TİHA savunmada yeni ihracatlara kapı açtı,"Baykar'ın, Suudi Arabistan'da imzaladığı Türkiye Cumhuriyeti tarihinin en büyük savunma ve havacılık ihracatı sözleşmesinin ardından yeni anlaşmalar imzalandı.",Savunma
275,Savunma sektöründen rekor ihracat,"Savunma sanayii sektörü, temmuz ayında 657,5 milyon dolarlık ihracata imza atarak, tarihi aylık ihracat rekorunu kırdı.",Savunma
276,Pakistan MİLGEM Projesi'nin son gemisi denize indi,"Pakistan MİLGEM Projesi'nin dördüncü ve son gemisi PNS TARIQ, Cumhurbaşkanı Yardımcısı Yılmaz ve Pakistan Başbakanı Şerif'in katıldığı törenle Karaçi Tersanesi'nde denize indirildi.",Savunma
277,Gözcü İHA TOGAN'ın ilk ihracatı Afrika'ya yapıldı,"Türk savunma sanayii bünyesinde geliştirilen gözcü insansız hava aracı (İHA) TOGAN ilk ihracat başarısına imza attı. Havada görev değişimi/devri yapabilen TOGAN, 30x optik zoom seviyeli gündüz ve kızılötesi görüntü sistemleriyle gece ve gündüz efektif operasyon imkanı sağlıyor.",Savunma
278,Harran Üniversitesi ve HAVELSAN arasında siber güvenlik işbirliği,"Harran Üniversitesi, HAVELSAN ve Şanlıurfa Teknokent arasında yapılan işbirliğiyle, üniversite öğrencilerine yönelik ""Siber Operasyonları İzleme Uzmanlık Eğitim Programı"" eğitimi verilecek.",Savunma
279,ABD'nin tekelini Türkiye kırdı: Donanma'ya kritik güç,"Son yıllarda deniz sistemlerine yönelik çok değerli adımlar atan Türk savunma sanayii kritik bir eşiği daha aştı… Bugüne kadar sadece ABD’nin seri olarak ürettiği havadan hassas deniz mayını yerli/milli imkanlarla geliştirildi. Uzmanlar, Mavi Vatan için çok önemli olan bu kabiliyetin son derece yüksek ihracat potansiyeli olduğu görüşünde.",Savunma
280,'Ebabil'de sona gelindi: Zırhları delip geçiyor,"Güvenlik güçlerinin en önemli caydırıcı özelliklerinden biri, kullandıkları mühimmatın karşı tarafa verdiği hasardır. Bu konuya odaklanan Türk mühendislerinin geliştirdiği ve ‘Ebabil’ ismini verdiği teknoloji, aslında dünyada pek örneği olmayan bir iş. Söz konusu teknoloji sayesinde çok bilinen ve sık kullanılan zırhlar, rahatlıkla delinebiliyor.",Savunma
281,ASELSAN bir yıllık ihracat sözleşmesini 6 aya sığdırdı,"Türk savunma sanayisinin öncü şirketlerinden ASELSAN, bu yılki ihracat performansıyla dikkati çekiyor. ASELSAN Genel Müdürü Ahmet Akyol, ""İhracat rakamlarında, yeni imzaladığımız sözleşmelerde geçen yılın tamamını ilk yarıda yakalamış durumdayız. Artırarak devam ettireceğiz bunu"" ifadelerini kullandu.",Savunma
282,Yerli motorlu ilk zırhlı araçlar teslimata hazırlanıyor,"BMC, yıl sonunda Türk Silahlı Kuvvetlerine (TSK) yerli motorlu zırhlı araç teslimatına başlayacak.",Savunma
283,Mehmetçik’e yeni yol arkadaşı: ‘Keçi’ en zorlu şartlar için üretildi,"Robotik ürünlerin askerlerle birlikte hareket ettiği konsept yaygınlaşıyor. Bu alandaki talebe göre farklı ürünler geliştiren Türk savunma sanayii firmalarının son işlerinden biri de Keçi… Söz konusu robot köpek askeri timde ‘kol’ görevi üstleniyor ve çamur, engebeli arazi, mayın bölgesinde keşif gibi zorlu görevleri başarıyla yerine getiriyor.",Savunma
284,IDEF 2023'te yerli imkanlarla üretilen söndürme kiti de sergileniyor,"Uluslararası Savunma Sanayii Fuarı'nda yerli ve milli imkanlarla geliştirilen ürünler sergileniyor. O ürünlerden biri de 7,5 tona kadar su taşıma kapasitesine sahip yangın söndürme kiti. TRT Haber ekibi, yüzde 100 yerli olarak üretilen o kiti görüntüledi.",Savunma
285,Savunma sanayiinde yeni sözleşme: Milli İHA'lar MİLSAR radarı ile izleyecek,Türk Havacılık Uzay Sanayii (TUSAŞ) tarafından üretilen insansız hava araçları (İHA) için MİLSAR radarı temin edilecek.,Savunma
